year,period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,states,st
2005,Sep,67.7,64.3,3008871,2856782,152089,5.1,Missouri,mo
2006,Sep,67.7,64.3,3042858,2893168,149690,4.9,Missouri,mo
2007,Sep,66.7,63.2,3030588,2868724,161864,5.3,Missouri,mo
2008,Sep,66.2,61.8,3034841,2834975,199866,6.6,Missouri,mo
2009,Sep,66.0,59.7,3047344,2754295,293049,9.6,Missouri,mo
2010,Sep,66.0,59.7,3056905,2766458,290447,9.5,Missouri,mo
2011,Sep,65.4,60.0,3044857,2794010,250847,8.2,Missouri,mo
2012,Sep,64.7,60.4,3026333,2820827,205506,6.8,Missouri,mo
2013,Sep,64.3,60.1,3020000,2820028,199972,6.6,Missouri,mo
2014,Sep,64.8,61.0,3053732,2876710,177022,5.8,Missouri,mo
2015,Sep,64.8,61.8,3070945,2929079,141866,4.6,Missouri,mo
2016,Sep,64.8,61.7,3082738,2935743,146995,4.8,Missouri,mo
2017,Sep,64.1,61.8,3064685,2954115,110570,3.6,Missouri,mo
2018,Sep,63.6,61.7,3049023,2957990,91033,3.0,Missouri,mo
2019,Sep,64.3,62.2,3096836,2994012,102824,3.3,Missouri,mo
2020,Sep,62.3,59.2,3011046,2864995,146051,4.9,Missouri,mo
1976,Sep,61.6,57.9,332042,312065,19977,6.0,Montana,mt
1977,Sep,63.8,59.7,353367,330630,22737,6.4,Montana,mt
1978,Sep,65.2,61.7,369522,349802,19720,5.3,Montana,mt
1979,Sep,65.3,61.9,374154,354630,19524,5.2,Montana,mt
1980,Sep,65.2,61.0,375323,351274,24049,6.4,Montana,mt
1981,Sep,66.2,61.4,385690,358140,27550,7.1,Montana,mt
1982,Sep,66.1,60.4,389701,356084,33617,8.6,Montana,mt
1983,Sep,66.8,61.0,399219,365052,34167,8.6,Montana,mt
1984,Sep,66.9,61.9,402771,372833,29938,7.4,Montana,mt
1985,Sep,66.8,61.7,402788,371784,31004,7.7,Montana,mt
1986,Sep,66.7,61.5,400463,368712,31751,7.9,Montana,mt
1987,Sep,67.3,62.3,401646,371717,29929,7.5,Montana,mt
1988,Sep,68.0,63.7,405117,379468,25649,6.3,Montana,mt
1989,Sep,68.7,64.8,410421,386931,23490,5.7,Montana,mt
1990,Sep,66.8,62.6,397895,372899,24996,6.3,Montana,mt
1991,Sep,67.5,62.9,408168,380218,27950,6.8,Montana,mt
1992,Sep,68.0,63.5,418258,390193,28065,6.7,Montana,mt
1993,Sep,67.3,63.3,423611,398631,24980,5.9,Montana,mt
1994,Sep,67.7,64.2,435868,413262,22606,5.2,Montana,mt
1995,Sep,67.6,63.7,445316,419698,25618,5.8,Montana,mt
1996,Sep,67.3,63.8,450262,427150,23112,5.1,Montana,mt
1997,Sep,67.3,63.7,454100,429783,24317,5.4,Montana,mt
1998,Sep,68.2,64.4,462222,436586,25636,5.5,Montana,mt
1999,Sep,68.2,64.6,464846,440841,24005,5.2,Montana,mt
2000,Sep,67.8,64.5,466889,443871,23018,4.9,Montana,mt
2001,Sep,66.9,63.9,464902,444124,20778,4.5,Montana,mt
2002,Sep,66.7,63.8,467897,447757,20140,4.3,Montana,mt
2003,Sep,66.5,63.3,472648,449909,22739,4.8,Montana,mt
2004,Sep,66.9,63.8,481958,459291,22667,4.7,Montana,mt
2005,Sep,66.8,64.0,487942,467299,20643,4.2,Montana,mt
2006,Sep,66.6,64.4,494357,477703,16654,3.4,Montana,mt
2007,Sep,67.1,64.4,504881,484635,20246,4.0,Montana,mt
2008,Sep,66.9,63.3,510063,482096,27967,5.5,Montana,mt
2009,Sep,64.9,60.5,498953,464901,34052,6.8,Montana,mt
2010,Sep,64.2,59.5,500334,464216,36118,7.2,Montana,mt
2011,Sep,63.9,59.6,502148,468110,34038,6.8,Montana,mt
2012,Sep,64.1,60.4,508298,478528,29770,5.9,Montana,mt
2013,Sep,63.8,60.4,511146,483891,27255,5.3,Montana,mt
2014,Sep,63.5,60.6,512662,489404,23258,4.5,Montana,mt
2015,Sep,63.6,61.0,518785,497183,21602,4.2,Montana,mt
2016,Sep,63.4,60.8,522740,501496,21244,4.1,Montana,mt
2017,Sep,63.0,60.5,526271,505558,20713,3.9,Montana,mt
2018,Sep,62.8,60.5,529646,510687,18959,3.6,Montana,mt
2019,Sep,62.9,60.7,535725,517014,18711,3.5,Montana,mt
2020,Sep,62.1,58.9,534614,506500,28114,5.3,Montana,mt
1976,Sep,65.4,63.4,722566,699705,22861,3.2,Nebraska,ne
1977,Sep,66.8,64.4,745815,718906,26909,3.6,Nebraska,ne
1978,Sep,66.9,65.1,756410,735472,20938,2.8,Nebraska,ne
1979,Sep,67.4,65.2,768326,743546,24780,3.2,Nebraska,ne
1980,Sep,67.0,64.1,770080,736857,33223,4.3,Nebraska,ne
1981,Sep,67.0,64.0,777039,742545,34494,4.4,Nebraska,ne
1982,Sep,67.5,63.6,787412,741156,46256,5.9,Nebraska,ne
1983,Sep,66.9,63.5,785558,745671,39887,5.1,Nebraska,ne
1984,Sep,67.6,64.6,796723,761849,34874,4.4,Nebraska,ne
1985,Sep,68.9,65.2,807006,764231,42775,5.3,Nebraska,ne
1986,Sep,68.4,65.1,807324,768097,39227,4.9,Nebraska,ne
1987,Sep,68.6,65.6,811299,776456,34843,4.3,Nebraska,ne
1988,Sep,68.4,66.0,814673,786609,28064,3.4,Nebraska,ne
1989,Sep,68.4,66.4,817362,793866,23496,2.9,Nebraska,ne
1990,Sep,71.0,69.3,827074,807897,19177,2.3,Nebraska,ne
1991,Sep,71.3,69.3,838929,815904,23025,2.7,Nebraska,ne
1992,Sep,71.4,69.4,850561,826106,24455,2.9,Nebraska,ne
1993,Sep,72.1,70.2,868483,845658,22825,2.6,Nebraska,ne
1994,Sep,73.1,71.2,890008,866745,23263,2.6,Nebraska,ne
1995,Sep,73.4,71.4,905456,881062,24394,2.7,Nebraska,ne
1996,Sep,73.3,71.3,916164,891529,24635,2.7,Nebraska,ne
1997,Sep,73.3,71.5,922819,900257,22562,2.4,Nebraska,ne
1998,Sep,73.6,71.7,934191,909215,24976,2.7,Nebraska,ne
1999,Sep,73.5,71.5,939413,912825,26588,2.8,Nebraska,ne
2000,Sep,73.6,71.5,945539,918444,27095,2.9,Nebraska,ne
2001,Sep,73.6,71.2,951671,920921,30750,3.2,Nebraska,ne
2002,Sep,73.4,70.8,955159,920464,34695,3.6,Nebraska,ne
2003,Sep,73.7,70.8,964837,926710,38127,4.0,Nebraska,ne
2004,Sep,73.8,70.9,971711,934270,37441,3.9,Nebraska,ne
2005,Sep,73.3,70.6,972447,936413,36034,3.7,Nebraska,ne
2006,Sep,72.7,70.5,971127,941002,30125,3.1,Nebraska,ne
2007,Sep,73.1,70.8,982217,951943,30274,3.1,Nebraska,ne
2008,Sep,73.2,70.6,991334,956830,34504,3.5,Nebraska,ne
2009,Sep,72.5,69.1,990799,943468,47331,4.8,Nebraska,ne
2010,Sep,71.4,68.2,994284,949521,44763,4.5,Nebraska,ne
2011,Sep,71.7,68.6,1005810,962115,43695,4.3,Nebraska,ne
2012,Sep,72.0,69.2,1017753,977347,40406,4.0,Nebraska,ne
2013,Sep,71.5,68.9,1017086,979887,37199,3.7,Nebraska,ne
2014,Sep,70.4,68.2,1008462,976879,31583,3.1,Nebraska,ne
2015,Sep,69.9,67.7,1008201,977314,30887,3.1,Nebraska,ne
2016,Sep,69.4,67.2,1009081,977669,31412,3.1,Nebraska,ne
2017,Sep,69.2,67.2,1013521,984192,29329,2.9,Nebraska,ne
2018,Sep,69.6,67.6,1026227,996357,29870,2.9,Nebraska,ne
2019,Sep,70.0,67.9,1037715,1006262,31453,3.0,Nebraska,ne
2020,Sep,69.2,66.8,1033570,997237,36333,3.5,Nebraska,ne
1976,Sep,71.1,65.0,333660,304702,28958,8.7,Nevada,nv
1977,Sep,70.9,66.7,353852,332987,20865,5.9,Nevada,nv
1978,Sep,70.5,67.4,378642,361760,16882,4.5,Nevada,nv
1979,Sep,70.9,67.4,408637,388120,20517,5.0,Nevada,nv
1980,Sep,71.2,66.4,435990,406621,29369,6.7,Nevada,nv
1981,Sep,73.7,68.3,470672,436661,34011,7.2,Nevada,nv
1982,Sep,72.8,65.2,481801,431507,50294,10.4,Nevada,nv
1983,Sep,72.2,65.7,486412,443015,43397,8.9,Nevada,nv
1984,Sep,72.3,66.5,503907,463500,40407,8.0,Nevada,nv
1985,Sep,71.3,65.9,518315,479223,39092,7.5,Nevada,nv
1986,Sep,72.5,68.2,536132,504422,31710,5.9,Nevada,nv
1987,Sep,72.9,68.4,561793,527387,34406,6.1,Nevada,nv
1988,Sep,72.8,69.2,588619,558935,29684,5.0,Nevada,nv
1989,Sep,71.6,68.3,608234,579453,28781,4.7,Nevada,nv
1990,Sep,71.7,68.2,678932,645616,33316,4.9,Nevada,nv
1991,Sep,70.0,65.9,707897,666432,41465,5.9,Nevada,nv
1992,Sep,69.9,65.2,738238,688505,49733,6.7,Nevada,nv
1993,Sep,70.3,65.5,777739,724657,53082,6.8,Nevada,nv
1994,Sep,69.7,65.5,817886,768224,49662,6.1,Nevada,nv
1995,Sep,69.1,65.3,853603,807235,46368,5.4,Nevada,nv
1996,Sep,69.5,66.1,903538,858867,44671,4.9,Nevada,nv
1997,Sep,69.3,66.3,947759,906793,40966,4.3,Nevada,nv
1998,Sep,69.3,66.6,989018,949163,39855,4.0,Nevada,nv
1999,Sep,69.4,66.5,1027516,985386,42130,4.1,Nevada,nv
2000,Sep,70.3,67.3,1078406,1031830,46576,4.3,Nevada,nv
2001,Sep,70.3,66.4,1118458,1056969,61489,5.5,Nevada,nv
2002,Sep,68.8,65.1,1132117,1071139,60978,5.4,Nevada,nv
2003,Sep,67.6,64.2,1151496,1093892,57604,5.0,Nevada,nv
2004,Sep,66.9,64.2,1185136,1135889,49247,4.2,Nevada,nv
2005,Sep,67.5,64.7,1235365,1184383,50982,4.1,Nevada,nv
2006,Sep,68.5,65.7,1299370,1246215,53155,4.1,Nevada,nv
2007,Sep,68.6,65.4,1336800,1273968,62832,4.7,Nevada,nv
2008,Sep,69.0,63.9,1368888,1267235,101653,7.4,Nevada,nv
2009,Sep,67.1,59.0,1344598,1182796,161802,12.0,Nevada,nv
2010,Sep,65.4,56.5,1360805,1174463,186342,13.7,Nevada,nv
2011,Sep,65.6,57.2,1375393,1198323,177070,12.9,Nevada,nv
2012,Sep,64.8,57.8,1378948,1229993,148955,10.8,Nevada,nv
2013,Sep,63.9,58.0,1381434,1253656,127778,9.2,Nevada,nv
2014,Sep,63.3,58.5,1392415,1286848,105567,7.6,Nevada,nv
2015,Sep,62.9,58.8,1410925,1318283,92642,6.6,Nevada,nv
2016,Sep,62.5,59.1,1430692,1352116,78576,5.5,Nevada,nv
2017,Sep,62.9,59.8,1469187,1397325,71862,4.9,Nevada,nv
2018,Sep,63.4,60.7,1513349,1447976,65373,4.3,Nevada,nv
2019,Sep,63.7,61.3,1550526,1492398,58128,3.7,Nevada,nv
2020,Sep,61.2,53.5,1520357,1328650,191707,12.6,Nevada,nv
1976,Sep,66.4,62.2,402257,376996,25261,6.3,New Hampshire,nh
1977,Sep,66.9,63.6,422231,401355,20876,4.9,New Hampshire,nh
1978,Sep,67.3,64.9,439025,423190,15835,3.6,New Hampshire,nh
1979,Sep,67.8,65.6,455004,440096,14908,3.3,New Hampshire,nh
1980,Sep,68.3,64.9,468704,445358,23346,5.0,New Hampshire,nh
1981,Sep,68.5,64.9,479574,454244,25330,5.3,New Hampshire,nh
1982,Sep,68.7,63.9,488804,454970,33834,6.9,New Hampshire,nh
1983,Sep,69.4,66.0,502377,477603,24774,4.9,New Hampshire,nh
1984,Sep,71.0,67.9,526069,503200,22869,4.3,New Hampshire,nh
1985,Sep,71.5,69.0,544496,525688,18808,3.5,New Hampshire,nh
1986,Sep,72.0,70.2,564784,550530,14254,2.5,New Hampshire,nh
1987,Sep,72.7,70.9,587684,573258,14426,2.5,New Hampshire,nh
1988,Sep,73.1,71.2,603872,588398,15474,2.6,New Hampshire,nh
1989,Sep,73.3,70.5,615914,591827,24087,3.9,New Hampshire,nh
1990,Sep,72.9,68.5,619925,583130,36795,5.9,New Hampshire,nh
1991,Sep,72.3,67.0,613199,567892,45307,7.4,New Hampshire,nh
1992,Sep,72.1,66.9,613701,569341,44360,7.2,New Hampshire,nh
1993,Sep,72.0,67.8,618630,582290,36340,5.9,New Hampshire,nh
1994,Sep,72.2,69.0,626794,598899,27895,4.5,New Hampshire,nh
1995,Sep,71.6,68.9,632337,607974,24363,3.9,New Hampshire,nh
1996,Sep,71.3,68.6,640358,616022,24336,3.8,New Hampshire,nh
1997,Sep,71.6,69.3,652407,631701,20706,3.2,New Hampshire,nh
1998,Sep,72.0,69.9,664214,645560,18654,2.8,New Hampshire,nh
1999,Sep,72.2,70.3,677516,659558,17958,2.7,New Hampshire,nh
2000,Sep,72.4,70.5,689971,671807,18164,2.6,New Hampshire,nh
2001,Sep,72.0,69.3,697980,671202,26778,3.8,New Hampshire,nh
2002,Sep,71.6,68.3,703891,672034,31857,4.5,New Hampshire,nh
2003,Sep,71.3,68.2,710085,679646,30439,4.3,New Hampshire,nh
2004,Sep,71.1,68.5,718024,692160,25864,3.6,New Hampshire,nh
2005,Sep,71.3,68.7,728020,701890,26130,3.6,New Hampshire,nh
2006,Sep,70.9,68.4,734014,707870,26144,3.6,New Hampshire,nh
2007,Sep,70.7,68.2,738511,712885,25626,3.5,New Hampshire,nh
2008,Sep,70.6,67.8,743657,714285,29372,3.9,New Hampshire,nh
2009,Sep,70.1,65.6,742290,694563,47727,6.4,New Hampshire,nh
2010,Sep,69.9,65.9,737180,695336,41844,5.7,New Hampshire,nh
2011,Sep,69.4,65.6,737009,696479,40530,5.5,New Hampshire,nh
2012,Sep,69.5,65.6,743229,701908,41321,5.6,New Hampshire,nh
2013,Sep,68.8,65.4,740755,704241,36514,4.9,New Hampshire,nh
2014,Sep,68.5,65.8,743298,713030,30268,4.1,New Hampshire,nh
2015,Sep,68.4,66.2,745512,721983,23529,3.2,New Hampshire,nh
2016,Sep,68.5,66.6,753002,731579,21423,2.8,New Hampshire,nh
2017,Sep,68.3,66.4,755799,735450,20349,2.7,New Hampshire,nh
2018,Sep,68.6,66.9,764355,745306,19049,2.5,New Hampshire,nh
2019,Sep,69.1,67.4,776382,756456,19926,2.6,New Hampshire,nh
2020,Sep,65.6,61.6,741739,697226,44513,6.0,New Hampshire,nh
1976,Sep,61.7,55.2,3327480,2978004,349476,10.5,New Jersey,nj
1977,Sep,62.2,56.7,3388938,3091686,297252,8.8,New Jersey,nj
1978,Sep,63.6,59.1,3504731,3256927,247804,7.1,New Jersey,nj
1979,Sep,64.5,60.0,3588171,3337008,251163,7.0,New Jersey,nj
1980,Sep,64.1,59.2,3595870,3321581,274289,7.6,New Jersey,nj
1981,Sep,63.2,58.6,3586165,3327394,258771,7.2,New Jersey,nj
1982,Sep,63.5,57.9,3635633,3316916,318717,8.8,New Jersey,nj
1983,Sep,64.3,59.5,3727732,3445738,281994,7.6,New Jersey,nj
1984,Sep,65.3,61.3,3814521,3584100,230421,6.0,New Jersey,nj
1985,Sep,65.5,61.9,3851004,3639399,211605,5.5,New Jersey,nj
1986,Sep,65.7,62.6,3918501,3731117,187384,4.8,New Jersey,nj
1987,Sep,66.1,63.5,3976196,3816779,159417,4.0,New Jersey,nj
1988,Sep,65.9,63.3,3976074,3823152,152922,3.8,New Jersey,nj
1989,Sep,66.4,63.4,4003458,3826460,176998,4.4,New Jersey,nj
1990,Sep,67.1,63.5,4064766,3848008,216758,5.3,New Jersey,nj
1991,Sep,66.8,62.3,4062370,3787782,274588,6.8,New Jersey,nj
1992,Sep,66.3,60.5,4044008,3690303,353705,8.7,New Jersey,nj
1993,Sep,65.5,60.7,4018542,3726006,292536,7.3,New Jersey,nj
1994,Sep,66.1,61.7,4077636,3805690,271946,6.7,New Jersey,nj
1995,Sep,66.6,62.3,4130493,3864736,265757,6.4,New Jersey,nj
1996,Sep,67.7,63.7,4238225,3985172,253053,6.0,New Jersey,nj
1997,Sep,67.5,64.1,4264517,4048555,215962,5.1,New Jersey,nj
1998,Sep,66.6,63.8,4240673,4056337,184336,4.3,New Jersey,nj
1999,Sep,67.0,64.0,4294910,4102406,192504,4.5,New Jersey,nj
2000,Sep,66.3,63.8,4274273,4112798,161475,3.8,New Jersey,nj
2001,Sep,66.2,63.2,4303564,4105422,198142,4.6,New Jersey,nj
2002,Sep,66.4,62.6,4347648,4095879,251769,5.8,New Jersey,nj
2003,Sep,66.0,62.2,4346504,4093080,253424,5.8,New Jersey,nj
2004,Sep,65.7,62.7,4342729,4143879,198850,4.6,New Jersey,nj
2005,Sep,66.6,63.5,4416958,4214091,202867,4.6,New Jersey,nj
2006,Sep,66.9,63.8,4454252,4247278,206974,4.6,New Jersey,nj
2007,Sep,66.4,63.6,4445586,4253499,192087,4.3,New Jersey,nj
2008,Sep,67.1,63.3,4516599,4259747,256852,5.7,New Jersey,nj
2009,Sep,67.2,60.7,4551022,4111578,439444,9.7,New Jersey,nj
2010,Sep,66.1,59.8,4549867,4121354,428513,9.4,New Jersey,nj
2011,Sep,66.0,59.9,4572793,4146653,426140,9.3,New Jersey,nj
2012,Sep,66.1,59.9,4594086,4164815,429271,9.3,New Jersey,nj
2013,Sep,64.9,59.8,4529217,4171484,357733,7.9,New Jersey,nj
2014,Sep,64.3,60.0,4500035,4201222,298813,6.6,New Jersey,nj
2015,Sep,63.8,60.4,4474724,4235571,239153,5.3,New Jersey,nj
2016,Sep,63.6,60.4,4470616,4250177,220439,4.9,New Jersey,nj
2017,Sep,63.1,60.1,4451899,4242119,209780,4.7,New Jersey,nj
2018,Sep,62.7,60.3,4431853,4261271,170582,3.8,New Jersey,nj
2019,Sep,64.0,61.7,4523734,4361752,161982,3.6,New Jersey,nj
2020,Sep,61.4,57.3,4349416,4056187,293229,6.7,New Jersey,nj
1976,Sep,59.8,54.5,487267,444136,43131,8.9,New Mexico,nm
1977,Sep,61.5,57.1,519278,482503,36775,7.1,New Mexico,nm
1978,Sep,62.4,58.7,543849,511665,32184,5.9,New Mexico,nm
1979,Sep,62.1,58.1,560092,524235,35857,6.4,New Mexico,nm
1980,Sep,61.3,56.4,567884,522472,45412,8.0,New Mexico,nm
1981,Sep,61.0,56.7,578708,537811,40897,7.1,New Mexico,nm
1982,Sep,61.7,55.6,600486,541104,59382,9.9,New Mexico,nm
1983,Sep,61.3,55.7,610821,554948,55873,9.1,New Mexico,nm
1984,Sep,62.2,57.2,630846,581005,49841,7.9,New Mexico,nm
1985,Sep,63.3,58.1,653536,599327,54209,8.3,New Mexico,nm
1986,Sep,63.6,57.5,675214,610492,64722,9.6,New Mexico,nm
1987,Sep,62.8,57.5,675879,619022,56857,8.4,New Mexico,nm
1988,Sep,63.3,58.7,687105,637955,49150,7.2,New Mexico,nm
1989,Sep,63.8,59.5,700502,652974,47528,6.8,New Mexico,nm
1990,Sep,63.9,59.7,716375,668764,47611,6.6,New Mexico,nm
1991,Sep,63.7,59.1,729114,676810,52304,7.2,New Mexico,nm
1992,Sep,63.7,59.2,745321,692785,52536,7.0,New Mexico,nm
1993,Sep,63.6,59.2,761891,708952,52939,6.9,New Mexico,nm
1994,Sep,63.9,59.7,786080,735419,50661,6.4,New Mexico,nm
1995,Sep,63.6,59.3,801645,747677,53968,6.7,New Mexico,nm
1996,Sep,63.4,58.8,815908,757010,58898,7.2,New Mexico,nm
1997,Sep,63.4,59.6,826472,776612,49860,6.0,New Mexico,nm
1998,Sep,63.2,59.4,834827,784275,50552,6.1,New Mexico,nm
1999,Sep,62.8,59.4,837325,792233,45092,5.4,New Mexico,nm
2000,Sep,63.2,60.1,848903,807164,41739,4.9,New Mexico,nm
2001,Sep,63.3,60.2,858658,816349,42309,4.9,New Mexico,nm
2002,Sep,63.8,60.2,878421,829509,48912,5.6,New Mexico,nm
2003,Sep,64.0,60.1,893221,839924,53297,6.0,New Mexico,nm
2004,Sep,63.8,60.4,904353,855970,48383,5.4,New Mexico,nm
2005,Sep,63.9,60.8,920961,875483,45478,4.9,New Mexico,nm
2006,Sep,63.5,60.8,930707,891697,39010,4.2,New Mexico,nm
2007,Sep,62.9,60.5,934989,900203,34786,3.7,New Mexico,nm
2008,Sep,63.1,60.1,947697,902914,44783,4.7,New Mexico,nm
2009,Sep,61.6,56.8,936856,863349,73507,7.8,New Mexico,nm
2010,Sep,59.5,54.7,935844,859656,76188,8.1,New Mexico,nm
2011,Sep,58.7,54.2,930760,859914,70846,7.6,New Mexico,nm
2012,Sep,58.2,54.1,928458,863079,65379,7.0,New Mexico,nm
2013,Sep,57.6,53.6,922837,858644,64193,7.0,New Mexico,nm
2014,Sep,58.2,54.4,933725,872670,61055,6.5,New Mexico,nm
2015,Sep,57.9,54.2,933878,873670,60208,6.4,New Mexico,nm
2016,Sep,57.9,54.0,937002,874751,62251,6.6,New Mexico,nm
2017,Sep,57.5,54.3,934922,882142,52780,5.6,New Mexico,nm
2018,Sep,57.6,54.8,940326,895053,45273,4.8,New Mexico,nm
2019,Sep,58.4,55.6,959014,913337,45677,4.8,New Mexico,nm
2020,Sep,57.7,52.2,952327,862766,89561,9.4,New Mexico,nm
1976,Sep,58.2,52.2,7702135,6912814,789321,10.2,New York,ny
1977,Sep,58.5,53.4,7754068,7076707,677361,8.7,New York,ny
1978,Sep,59.5,55.0,7880750,7284730,596020,7.6,New York,ny
1979,Sep,60.5,56.1,8034013,7448242,585771,7.3,New York,ny
1980,Sep,59.7,55.2,7955340,7352626,602714,7.6,New York,ny
1981,Sep,59.6,55.2,7986251,7395151,591100,7.4,New York,ny
1982,Sep,59.1,54.0,7972315,7277046,695269,8.7,New York,ny
1983,Sep,59.6,54.6,8084502,7412353,672149,8.3,New York,ny
1984,Sep,59.6,55.3,8129062,7545795,583267,7.2,New York,ny
1985,Sep,61.0,57.0,8347996,7808417,539579,6.5,New York,ny
1986,Sep,61.5,57.9,8444650,7942965,501685,5.9,New York,ny
1987,Sep,61.8,58.9,8510594,8107825,402769,4.7,New York,ny
1988,Sep,62.2,59.4,8583153,8199978,383175,4.5,New York,ny
1989,Sep,63.1,59.9,8715162,8268108,447054,5.1,New York,ny
1990,Sep,62.5,59.1,8813305,8332587,480718,5.5,New York,ny
1991,Sep,61.8,57.2,8715680,8068393,647287,7.4,New York,ny
1992,Sep,62.1,56.6,8772947,8000418,772529,8.8,New York,ny
1993,Sep,61.5,56.7,8714887,8034395,680492,7.8,New York,ny
1994,Sep,61.1,57.0,8658712,8086242,572470,6.6,New York,ny
1995,Sep,61.0,57.1,8662646,8106073,556573,6.4,New York,ny
1996,Sep,62.0,58.2,8836157,8297868,538289,6.1,New York,ny
1997,Sep,63.3,59.3,9056630,8481537,575093,6.3,New York,ny
1998,Sep,63.1,59.6,9088861,8591786,497075,5.5,New York,ny
1999,Sep,63.1,59.9,9143518,8674050,469468,5.1,New York,ny
2000,Sep,62.6,59.8,9116092,8706475,409617,4.5,New York,ny
2001,Sep,62.4,59.1,9154926,8672427,482499,5.3,New York,ny
2002,Sep,63.0,59.2,9301647,8742256,559391,6.0,New York,ny
2003,Sep,62.2,58.2,9238227,8641565,596662,6.5,New York,ny
2004,Sep,62.9,59.5,9396011,8883320,512691,5.5,New York,ny
2005,Sep,63.3,60.1,9505190,9023777,481413,5.1,New York,ny
2006,Sep,62.9,60.1,9503147,9086018,417129,4.4,New York,ny
2007,Sep,62.6,59.7,9528946,9078967,449979,4.7,New York,ny
2008,Sep,63.5,59.8,9704706,9148655,556051,5.7,New York,ny
2009,Sep,62.6,57.1,9624047,8781638,842409,8.8,New York,ny
2010,Sep,62.2,57.0,9577587,8764345,813242,8.5,New York,ny
2011,Sep,61.4,56.3,9521336,8721554,799782,8.4,New York,ny
2012,Sep,61.8,56.6,9631758,8824815,806943,8.4,New York,ny
2013,Sep,61.8,57.1,9671445,8938974,732471,7.6,New York,ny
2014,Sep,60.6,57.0,9521660,8946039,575621,6.0,New York,ny
2015,Sep,60.7,57.7,9545316,9072213,473103,5.0,New York,ny
2016,Sep,60.6,57.6,9539105,9066158,472947,5.0,New York,ny
2017,Sep,60.8,57.9,9557643,9105971,451672,4.7,New York,ny
2018,Sep,60.7,58.3,9521482,9150233,371249,3.9,New York,ny
2019,Sep,60.8,58.4,9516997,9145414,371583,3.9,New York,ny
2020,Sep,58.5,52.8,9134041,8249391,884650,9.7,New York,ny
1976,Sep,66.3,62.2,2621444,2461795,159649,6.1,North Carolina,nc
1977,Sep,67.3,63.4,2722700,2563719,158981,5.8,North Carolina,nc
1978,Sep,67.2,64.3,2775125,2656367,118758,4.3,North Carolina,nc
1979,Sep,66.8,63.6,2817075,2682527,134548,4.8,North Carolina,nc
1980,Sep,66.2,61.6,2854335,2656712,197623,6.9,North Carolina,nc
1981,Sep,65.9,62.2,2887097,2724976,162121,5.6,North Carolina,nc
1982,Sep,66.0,59.7,2934547,2655620,278927,9.5,North Carolina,nc
1983,Sep,65.9,60.4,2968916,2720080,248836,8.4,North Carolina,nc
1984,Sep,66.3,61.8,3044148,2834949,209199,6.9,North Carolina,nc
1985,Sep,66.7,63.2,3125224,2963613,161611,5.2,North Carolina,nc
1986,Sep,67.5,63.9,3199621,3029368,170253,5.3,North Carolina,nc
1987,Sep,68.2,65.2,3287403,3145905,141498,4.3,North Carolina,nc
1988,Sep,68.2,65.8,3334933,3216184,118749,3.6,North Carolina,nc
1989,Sep,68.8,66.3,3403965,3284745,119220,3.5,North Carolina,nc
1990,Sep,68.1,65.1,3484068,3330006,154062,4.4,North Carolina,nc
1991,Sep,68.3,64.3,3557559,3349379,208180,5.9,North Carolina,nc
1992,Sep,68.5,64.4,3626025,3407148,218877,6.0,North Carolina,nc
1993,Sep,67.2,64.1,3628773,3460222,168551,4.6,North Carolina,nc
1994,Sep,67.4,64.4,3712111,3548251,163860,4.4,North Carolina,nc
1995,Sep,67.1,64.2,3778597,3611539,167058,4.4,North Carolina,nc
1996,Sep,68.5,65.7,3935168,3773929,161239,4.1,North Carolina,nc
1997,Sep,68.1,65.6,3987150,3841023,146127,3.7,North Carolina,nc
1998,Sep,67.1,64.8,3999526,3863956,135570,3.4,North Carolina,nc
1999,Sep,67.3,65.1,4079854,3943584,136270,3.3,North Carolina,nc
2000,Sep,67.7,65,4148062,3987286,160776,3.9,North Carolina,nc
2001,Sep,67.3,63.3,4190644,3938423,252221,6.0,North Carolina,nc
2002,Sep,66.4,62.1,4182598,3913712,268886,6.4,North Carolina,nc
2003,Sep,66.7,62.4,4252898,3981122,271776,6.4,North Carolina,nc
2004,Sep,65.6,62.2,4248989,4027456,221533,5.2,North Carolina,nc
2005,Sep,65.8,62.4,4337720,4112969,224751,5.2,North Carolina,nc
2006,Sep,66.5,63.2,4488268,4268925,219343,4.9,North Carolina,nc
2007,Sep,65.4,62.2,4518261,4301508,216753,4.8,North Carolina,nc
2008,Sep,64.8,60.7,4557791,4271997,285794,6.3,North Carolina,nc
2009,Sep,63.7,56.9,4550437,4060670,489767,10.8,North Carolina,nc
2010,Sep,62.7,56.2,4609741,4128946,480795,10.4,North Carolina,nc
2011,Sep,62.5,56,4644899,4164506,480393,10.3,North Carolina,nc
2012,Sep,62.5,56.8,4699769,4268377,431392,9.2,North Carolina,nc
2013,Sep,61.6,57,4690536,4337411,353125,7.5,North Carolina,nc
2014,Sep,61.1,57.4,4708604,4420712,287892,6.1,North Carolina,nc
2015,Sep,61.2,57.8,4779107,4511413,267694,5.6,North Carolina,nc
2016,Sep,61.5,58.4,4880584,4632733,247851,5.1,North Carolina,nc
2017,Sep,61.6,58.9,4955417,4740683,214734,4.3,North Carolina,nc
2018,Sep,61.2,58.8,4991872,4799281,192591,3.9,North Carolina,nc
